order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band,rto_prob,segment,profit_no_intervention,in_top2_cohort,profit_static_fee50,dynamic_intervention,profit_dynamic
2930,3230,300,0,11.0,2,1015,8,4,0.5,7550,5,4,19,1,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,4.4,Low,0.044000000000000004,Returning / Core,342.0432,False,342.0432,Prepaid_Incentive,347.29944
1400,1770,370,0,15.5,1,410,5,0,0.0,3080,3,0,11,4,Tier 2,Beauty,CoD,Morning,Android,Marketplace_3P,South,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,152.868,False,152.868,Prepaid_Incentive,161.1906
1350,1500,150,0,5.5,2,593,10,8,0.8,10150,9,7,16,2,Tier 1,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,South,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,153.992,False,153.992,Prepaid_Incentive,158.3964
4760,5280,520,0,7.0,1,885,15,1,0.067,44960,4,1,11,5,Tier 1,Electronics,CoD,Morning,Android,Local_SmallSeller,West,Returning,0,7.6,Low,0.076,Low RTO / High LTV,549.1296000000001,False,549.1296000000001,Prepaid_Incentive,561.26832
960,1150,190,0,14.2,3,692,8,2,0.25,12330,7,2,14,3,Tier 2,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,West,Returning,0,5.5,Low,0.055,Returning / Core,107.588,False,107.588,Fee_50_COD,122.10444000000001
4220,4230,10,0,19.0,1,529,4,1,0.25,770,2,1,4,5,Tier 3,Electronics,CoD,Late_Night,iOS,Local_SmallSeller,East,Returning,1,68.3,High,0.6829999999999999,High RTO / Low LTV,322.80960000000005,True,304.6380480000001,Prepaid_Incentive,423.78432000000004
830,1040,210,0,17.6,1,1155,11,3,0.273,11100,8,3,18,1,Tier 3,Toys,CoD,Evening,iOS,Flagship_1P,Central,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,81.35160000000002,False,81.35160000000002,Fee_50_COD,103.70350800000001
460,580,120,60,20.5,2,1242,16,1,0.062,21230,14,1,5,3,Tier 2,Books,Prepaid,Morning,iOS,Marketplace_3P,East,Returning,0,4.0,Low,0.04,Low RTO / High LTV,50.464,False,50.464,Fee_20_COD,62.52568000000001
1210,1450,240,0,5.1,1,452,3,1,0.333,3140,2,1,15,4,Tier 2,Beauty,CoD,Afternoon,iOS,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Returning / Core,132.2892,False,132.2892,Fee_50_COD,141.266196
2770,3500,730,0,18.7,1,842,10,1,0.1,7540,8,1,21,4,Tier 2,Fashion,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,321.4384,False,321.4384,Prepaid_Incentive,327.46727999999996
750,910,160,0,50.3,2,657,9,0,0.0,6080,4,0,9,4,Tier 3,Fashion,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,17.5,Low,0.175,High RTO / Low LTV,67.25,False,67.25,Fee_50_COD,93.6675
1800,2360,560,0,3.9,1,69,4,1,0.25,3440,3,1,17,6,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Flagship_1P,East,Returning,0,2.3,Low,0.023,Returning / Core,212.044,False,212.044,Prepaid_Incentive,214.2198
1530,1640,110,0,19.6,1,744,10,0,0.0,29870,4,0,15,3,Tier 2,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,North,Returning,0,5.2,Low,0.052000000000000005,Low RTO / High LTV,175.21759999999998,False,175.21759999999998,Prepaid_Incentive,179.82791999999998
10100,13490,3390,0,5.5,1,745,10,0,0.0,12970,6,0,21,0,Tier 2,Mobiles,CoD,Evening,iOS,Marketplace_3P,Central,Returning,0,12.3,Low,0.12300000000000001,Returning / Core,1150.008,False,1150.008,Prepaid_Incentive,1184.1036
450,550,100,40,35.5,2,799,10,1,0.1,57070,8,1,3,0,Tier 3,Grocery,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,19.6,Low,0.196,High RTO / High LTV,30.872,False,30.872,Fee_20_COD,46.62414
610,700,90,0,38.6,1,154,3,0,0.0,2220,1,0,21,3,Tier 3,Grocery,CoD,Evening,Android,Local_SmallSeller,North,Returning,1,20.2,Medium,0.20199999999999999,High RTO / Low LTV,48.07119999999999,False,48.07119999999999,Fee_50_COD,79.56885600000001
8530,9600,1070,0,7.0,1,594,6,1,0.167,7770,3,1,8,6,Tier 2,Mobiles,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,958.3023999999999,False,958.3023999999999,Prepaid_Incentive,994.2160799999999
2890,3000,110,0,9.4,1,219,4,2,0.5,17370,3,2,7,5,Tier 2,Fashion,CoD,Morning,Android,Flagship_1P,South,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,317.26279999999997,False,317.26279999999997,Prepaid_Incentive,333.50825999999995
1760,2280,520,0,22.4,2,1140,14,4,0.286,11170,5,4,13,5,Tier 3,Fashion,CoD,Afternoon,iOS,Flagship_1P,South,Returning,0,19.6,Low,0.196,High RTO / Low LTV,177.8016,False,177.8016,Prepaid_Incentive,196.17072000000002
1400,1630,230,0,30.0,1,323,6,1,0.167,3280,2,1,21,4,Tier 2,Footwear,CoD,Evening,iOS,Flagship_1P,West,Returning,0,13.3,Low,0.133,Returning / Core,147.252,False,147.252,Prepaid_Incentive,158.6634
850,910,60,0,23.8,2,128,2,0,0.0,2500,1,0,20,2,Tier 3,Beauty,CoD,Evening,iOS,Marketplace_3P,North,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,74.932,False,74.932,Fee_50_COD,99.94716000000001
800,910,110,0,7.4,1,472,5,2,0.4,8710,3,2,14,2,Tier 2,Fashion,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,12.3,Low,0.12300000000000001,Returning / Core,79.764,False,79.764,Fee_50_COD,102.27132
1120,1170,50,0,12.3,1,1330,12,1,0.083,23300,4,1,21,3,Tier 2,Fashion,Prepaid,Evening,Android,Flagship_1P,North,Returning,0,3.0,Low,0.03,Low RTO / High LTV,130.05599999999998,False,130.05599999999998,Prepaid_Incentive,132.44519999999997
2380,2990,610,0,44.5,1,945,11,3,0.273,32130,4,3,21,6,Tier 3,Fashion,CoD,Evening,Android,Marketplace_3P,East,Returning,0,16.8,Low,0.168,High RTO / High LTV,252.80640000000002,False,252.80640000000002,Prepaid_Incentive,270.84288000000004
770,840,70,0,3.3,1,469,5,0,0.0,1260,3,0,8,2,Tier 2,Books,CoD,Morning,iOS,Marketplace_3P,Central,Returning,0,7.6,Low,0.076,Returning / Core,82.45920000000001,False,82.45920000000001,Fee_50_COD,103.537296
4360,5720,1360,0,13.9,1,905,8,6,0.75,3730,4,3,11,6,Tier 3,Electronics,CoD,Morning,Android,Flagship_1P,North,Returning,0,30.0,Medium,0.3,High RTO / Low LTV,440.88000000000005,True,381.0384000000001,Prepaid_Incentive,486.15600000000006
2370,2480,110,0,5.1,1,1220,13,2,0.154,50870,4,2,16,6,Tier 1,Toys,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,5.2,Low,0.052000000000000005,Low RTO / High LTV,274.2704,False,274.2704,Prepaid_Incentive,279.84168
1030,1080,50,0,4.6,1,594,5,0,0.0,5400,2,0,9,4,Tier 2,Footwear,Prepaid,Morning,Android,Flagship_1P,Central,Returning,0,3.0,Low,0.03,Returning / Core,119.364,False,119.364,Fee_50_COD,130.53132000000002
3770,4130,360,0,11.2,3,589,9,1,0.111,21170,3,1,15,0,Tier 1,Fashion,CoD,Afternoon,Android,Flagship_1P,East,Returning,0,8.7,Low,0.087,Low RTO / High LTV,430.58040000000005,False,430.58040000000005,Prepaid_Incentive,442.58118
2180,2540,360,0,2.4,1,210,5,1,0.2,4150,4,1,7,5,Tier 2,Grocery,Prepaid,Morning,Android,Flagship_1P,West,Returning,0,3.9,Low,0.039,Returning / Core,254.2992,False,254.2992,Prepaid_Incentive,258.31464
570,690,120,0,11.3,1,66,2,0,0.0,3800,1,0,9,1,Tier 2,Home & Kitchen,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,62.01440000000001,False,62.01440000000001,Fee_50_COD,87.777072
1260,1450,190,0,22.5,1,470,5,1,0.2,12770,3,1,7,6,Tier 3,Books,CoD,Morning,Android,Marketplace_3P,North,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,128.9408,False,128.9408,Prepaid_Incentive,141.18336
930,1150,220,0,9.5,2,972,13,6,0.462,17300,7,4,9,6,Tier 3,Toys,CoD,Morning,Android,Local_SmallSeller,West,Returning,1,17.5,Low,0.175,High RTO / Low LTV,87.59,False,87.59,Fee_50_COD,109.07370000000002
20110,23620,3510,0,29.2,1,460,10,4,0.4,23530,9,4,12,5,Tier 3,Appliances,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,26.9,Medium,0.26899999999999996,High RTO / High LTV,2169.9164,False,2169.9164,Prepaid_Incentive,2303.7223799999997
6060,6270,210,0,13.1,1,822,5,1,0.2,11750,2,1,2,0,Tier 1,Appliances,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,708.7104,False,708.7104,Prepaid_Incentive,718.87968
1370,1800,430,0,13.4,1,479,4,0,0.0,5670,1,0,22,1,Tier 2,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,156.0408,False,156.0408,Prepaid_Incentive,160.63835999999998
3790,4170,380,0,15.3,1,334,2,0,0.0,1720,1,0,0,1,Tier 2,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,7.6,Low,0.076,Returning / Core,435.67839999999995,False,435.67839999999995,Prepaid_Incentive,446.19527999999997
1260,1330,70,0,8.3,1,20,1,0,0.0,1890,0,0,9,1,Tier 1,Fashion,Prepaid,Morning,Android,Local_SmallSeller,Central,New,0,5.4,Low,0.054000000000000006,New Users,143.0784,False,143.0784,Fee_50_COD,148.783392
390,440,50,60,15.3,3,19,1,0,0.0,820,1,0,6,4,Tier 3,Grocery,Prepaid,Morning,iOS,Marketplace_3P,North,New,0,16.8,Low,0.168,High RTO / Low LTV,27.379200000000004,False,27.379200000000004,Fee_50_COD,63.364896000000016
3390,3740,350,0,3.0,1,943,11,1,0.091,23360,7,1,17,5,Tier 1,Toys,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,1.8,Low,0.018000000000000002,Low RTO / High LTV,402.5592,False,402.5592,Prepaid_Incentive,404.89163999999994
1050,1310,260,0,6.1,1,852,16,2,0.125,53270,12,2,22,2,Tier 1,Footwear,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,7.3,Low,0.073,Low RTO / High LTV,115.634,False,115.634,Prepaid_Incentive,121.3353
1220,1550,330,0,19.9,1,760,10,4,0.4,34320,9,4,16,6,Tier 2,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,West,Returning,0,6.7,Low,0.067,Low RTO / High LTV,136.43039999999996,False,136.43039999999996,Prepaid_Incentive,141.91367999999997
3300,3420,120,0,15.7,1,756,6,3,0.5,5840,2,2,21,6,Tier 3,Footwear,CoD,Evening,Android,Local_SmallSeller,North,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,349.136,False,349.136,Prepaid_Incentive,374.9112
3470,4020,550,0,4.3,1,115,1,0,0.0,2740,1,0,12,6,Tier 2,Footwear,CoD,Afternoon,Android,Marketplace_3P,East,New,1,14.8,Low,0.14800000000000002,High RTO / Low LTV,381.05760000000004,False,381.05760000000004,Prepaid_Incentive,400.49592
440,470,30,60,27.5,2,1273,21,5,0.238,7410,11,5,2,6,Tier 2,Grocery,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,7.3,Low,0.073,Returning / Core,44.2152,False,44.2152,Fee_50_COD,74.691576
860,1150,290,0,23.9,3,1375,19,0,0.0,24970,12,0,10,1,Tier 3,Grocery,CoD,Morning,Android,Local_SmallSeller,North,Returning,1,17.5,Low,0.175,High RTO / High LTV,79.67999999999999,False,79.67999999999999,Prepaid_Incentive,92.61599999999999
1070,1130,60,0,8.2,2,703,7,1,0.143,8040,5,1,22,5,Tier 2,Fashion,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,108.83639999999998,False,108.83639999999998,Fee_50_COD,124.474932
4010,4150,140,0,10.4,1,1417,13,2,0.154,28150,10,2,2,1,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,16.8,Low,0.168,High RTO / High LTV,437.4527999999999,False,437.4527999999999,Prepaid_Incentive,461.51375999999993
340,350,10,60,5.9,1,1107,12,1,0.083,41360,3,1,15,1,Tier 2,Footwear,CoD,Afternoon,Android,Marketplace_3P,West,Returning,0,5.2,Low,0.052000000000000005,Low RTO / High LTV,34.892799999999994,False,34.892799999999994,Fee_20_COD,48.979935999999995
230,310,80,0,3.5,1,1383,18,2,0.111,24400,13,2,2,6,Tier 2,Grocery,CoD,Late_Night,Android,Marketplace_3P,West,Returning,1,7.6,Low,0.076,Low RTO / High LTV,19.300800000000002,False,19.300800000000002,Fee_20_COD,35.498396
910,1030,120,0,18.3,2,18,1,0,0.0,1880,1,0,16,6,Tier 2,Beauty,CoD,Afternoon,Android,Local_SmallSeller,West,New,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,81.6472,False,81.6472,Fee_50_COD,105.041736
2590,2990,400,0,10.0,1,1177,15,2,0.133,8290,12,2,9,4,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,2.3,Low,0.023,Returning / Core,306.11719999999997,False,306.11719999999997,Prepaid_Incentive,308.69273999999996
5860,7710,1850,0,0.7,2,410,4,0,0.0,3750,1,0,22,3,Tier 1,Electronics,Prepaid,Late_Night,Android,Flagship_1P,Central,Returning,0,5.5,Low,0.055,Returning / Core,684.808,False,684.808,Prepaid_Incentive,694.9236000000001
5150,6080,930,0,12.3,1,814,12,0,0.0,12690,4,0,6,1,Tier 2,Mobiles,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Returning / Core,591.378,False,591.378,Prepaid_Incentive,606.0201
8120,9370,1250,0,7.6,1,201,6,2,0.333,4760,2,1,23,2,Tier 1,Mobiles,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,19.6,Low,0.196,High RTO / Low LTV,891.1391999999998,False,891.1391999999998,Prepaid_Incentive,936.9326399999999
810,1050,240,0,9.6,1,1319,14,4,0.286,15380,10,4,9,6,Tier 2,Grocery,Prepaid,Morning,Android,Local_SmallSeller,West,Returning,0,4.0,Low,0.04,Returning / Core,91.90399999999998,False,91.90399999999998,Fee_50_COD,110.06352
2960,3400,440,0,2.4,1,1102,7,0,0.0,15290,1,0,3,4,Tier 1,Electronics,CoD,Late_Night,Android,Local_SmallSeller,West,Returning,1,13.7,Low,0.13699999999999998,Returning / Core,325.27919999999995,False,325.27919999999995,Prepaid_Incentive,341.73563999999993
3170,3260,90,0,19.9,1,904,7,3,0.429,10030,5,3,9,1,Tier 3,Electronics,CoD,Morning,iOS,Local_SmallSeller,Central,Returning,0,26.9,Medium,0.26899999999999996,High RTO / Low LTV,319.3908,True,287.36420400000003,Prepaid_Incentive,352.94586000000004
29130,39290,10160,0,5.1,1,615,8,0,0.0,12470,7,0,3,2,Tier 1,Mobiles,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,6.5,Low,0.065,Returning / Core,3413.3619999999996,False,3413.3619999999996,Prepaid_Incentive,3458.5928999999996
3270,4040,770,0,20.8,1,692,9,4,0.444,5850,3,2,21,2,Tier 3,Home & Kitchen,CoD,Evening,Android,Marketplace_3P,East,Returning,0,19.6,Low,0.196,High RTO / Low LTV,347.1632,False,347.1632,Prepaid_Incentive,372.04344000000003
9250,11010,1760,0,9.9,1,962,16,2,0.125,12040,9,2,4,6,Tier 3,Mobiles,Prepaid,Late_Night,iOS,Marketplace_3P,East,Returning,0,12.3,Low,0.12300000000000001,Returning / Core,1052.19,False,1052.19,Prepaid_Incentive,1083.9855
8420,9500,1080,0,8.5,1,195,5,1,0.2,20800,3,1,7,5,Tier 2,Electronics,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,968.0303999999999,False,968.0303999999999,Prepaid_Incentive,991.3336799999998
640,670,30,0,29.3,1,924,16,0,0.0,33740,7,0,4,1,Tier 2,Grocery,CoD,Late_Night,Android,Flagship_1P,West,Returning,0,11.0,Low,0.11,Low RTO / High LTV,62.98399999999998,False,62.98399999999998,Fee_20_COD,74.09357999999997
15240,19640,4400,0,40.4,1,130,1,0,0.0,3150,1,0,6,1,Tier 3,Mobiles,CoD,Morning,iOS,Flagship_1P,East,New,1,54.7,High,0.547,High RTO / Low LTV,1440.6487999999997,True,1167.5647439999998,Prepaid_Incentive,1654.1319599999997
680,820,140,0,10.1,1,1168,20,1,0.05,6670,11,1,12,1,Tier 1,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,Central,Returning,0,2.3,Low,0.023,Returning / Core,78.67439999999999,False,78.67439999999999,Fee_50_COD,99.856872
400,510,110,0,14.2,1,643,11,0,0.0,17210,3,0,18,5,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,West,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,45.912,False,45.912,Fee_50_COD,75.18455999999999
2110,2460,350,0,2.3,1,616,11,2,0.182,27220,9,2,11,6,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,1.8,Low,0.018000000000000002,Low RTO / High LTV,249.88080000000002,False,249.88080000000002,Prepaid_Incentive,251.70636000000002
1350,1480,130,0,8.3,2,1291,19,5,0.263,27970,13,5,18,1,Tier 2,Fashion,Prepaid,Evening,Android,Local_SmallSeller,West,Returning,0,4.0,Low,0.04,Low RTO / High LTV,155.84,False,155.84,Prepaid_Incentive,159.228
1190,1250,60,0,0.6,2,1139,15,2,0.133,30850,6,2,11,2,Tier 2,Home & Kitchen,Prepaid,Morning,Android,Local_SmallSeller,West,Returning,0,3.0,Low,0.03,Low RTO / High LTV,138.372,False,138.372,Prepaid_Incentive,140.8074
7580,9660,2080,0,8.4,2,645,10,4,0.4,10690,4,4,13,3,Tier 2,Mobiles,Prepaid,Afternoon,Android,Flagship_1P,Central,Returning,0,7.6,Low,0.076,Returning / Core,878.9567999999999,False,878.9567999999999,Prepaid_Incentive,895.8105599999999
4200,4840,640,0,13.7,1,771,8,5,0.625,8680,5,3,0,0,Tier 1,Home & Kitchen,CoD,Late_Night,Android,Local_SmallSeller,North,Returning,0,19.6,Low,0.196,High RTO / Low LTV,451.472,False,451.472,Prepaid_Incentive,480.3624
37280,43810,6530,0,8.5,1,77,2,1,0.5,4510,1,1,16,1,Tier 1,Mobiles,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,19.6,Low,0.196,High RTO / Low LTV,4161.7248,False,4161.7248,Prepaid_Incentive,4333.256160000001
540,690,150,0,4.2,1,667,11,1,0.091,7870,5,1,2,1,Tier 1,Fashion,Prepaid,Late_Night,iOS,Marketplace_3P,East,Returning,0,2.3,Low,0.023,Returning / Core,62.003200000000014,False,62.003200000000014,Fee_50_COD,87.33801600000001
2140,2570,430,0,15.1,1,40,1,1,1.0,1840,1,1,23,5,Tier 1,Footwear,CoD,Late_Night,Android,Marketplace_3P,North,New,0,19.6,Low,0.196,High RTO / Low LTV,220.42239999999995,False,220.42239999999995,Prepaid_Incentive,240.43007999999995
570,720,150,0,28.3,1,945,12,6,0.5,19550,3,2,9,2,Tier 2,Grocery,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,50.2256,False,50.2256,Fee_50_COD,80.35012800000001
1860,1990,130,0,28.8,1,824,6,1,0.167,4120,4,1,18,6,Tier 2,Beauty,CoD,Evening,Android,Marketplace_3P,South,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,199.30720000000002,False,199.30720000000002,Prepaid_Incentive,212.44824000000003
1690,2180,490,0,10.1,1,117,3,2,0.667,3570,3,2,18,5,Tier 3,Fashion,CoD,Evening,Android,Marketplace_3P,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,169.9504,False,169.9504,Prepaid_Incentive,188.01768
3070,3300,230,0,11.8,1,1065,15,2,0.133,17140,3,2,13,5,Tier 3,Home & Kitchen,CoD,Afternoon,Android,Local_SmallSeller,Central,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,337.87640000000005,False,337.87640000000005,Prepaid_Incentive,354.66438000000005
370,380,10,60,50.0,1,653,5,2,0.4,2740,2,2,12,1,Tier 3,Toys,CoD,Afternoon,Android,Marketplace_3P,West,Returning,1,19.6,Low,0.196,High RTO / Low LTV,21.89919999999999,False,21.89919999999999,Fee_50_COD,59.62449600000001
940,1060,120,0,18.5,1,1032,18,1,0.056,2150,10,1,4,1,Tier 1,Toys,Prepaid,Late_Night,iOS,Marketplace_3P,South,Returning,0,3.0,Low,0.03,Returning / Core,108.67199999999998,False,108.67199999999998,Fee_50_COD,122.49936
4920,4990,70,0,13.0,2,150,2,0,0.0,5590,1,0,23,1,Tier 1,Home & Kitchen,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,546.4736,False,546.4736,Prepaid_Incentive,570.6331200000001
1790,2350,560,0,30.0,1,948,11,2,0.182,8070,3,2,22,2,Tier 3,Footwear,Prepaid,Late_Night,Android,Local_SmallSeller,East,Returning,1,9.7,Low,0.09699999999999999,Returning / Core,198.15480000000002,False,198.15480000000002,Prepaid_Incentive,207.30966
2050,2130,80,0,2.7,1,491,7,3,0.429,19810,5,3,10,2,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Flagship_1P,North,Returning,0,3.0,Low,0.03,Returning / Core,240.54,False,240.54,Prepaid_Incentive,243.543
1290,1670,380,0,8.5,1,788,2,1,0.5,2080,1,1,6,4,Tier 2,Fashion,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,146.91680000000002,False,146.91680000000002,Fee_50_COD,151.633584
1910,2330,420,0,15.4,1,1093,15,4,0.267,24850,9,4,0,4,Tier 1,Fashion,Prepaid,Late_Night,iOS,Marketplace_3P,Central,Returning,0,4.0,Low,0.04,Low RTO / High LTV,222.144,False,222.144,Prepaid_Incentive,226.02480000000003
830,920,90,0,5.5,1,735,12,4,0.333,15370,10,4,18,4,Tier 2,Grocery,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,7.3,Low,0.073,Returning / Core,89.8764,False,89.8764,Fee_50_COD,109.07413200000002
660,720,60,0,1.2,1,1306,14,7,0.5,32870,12,7,8,1,Tier 1,Toys,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,2.3,Low,0.023,Low RTO / High LTV,76.29279999999999,False,76.29279999999999,Fee_20_COD,85.00243599999999
1560,2050,490,0,15.4,1,109,1,0,0.0,1650,1,0,11,5,Tier 1,Fashion,Prepaid,Morning,Android,Local_SmallSeller,South,New,0,7.3,Low,0.073,New Users,175.34480000000002,False,175.34480000000002,Prepaid_Incentive,181.86516
7170,9580,2410,0,8.1,1,1341,22,6,0.273,8020,6,4,3,1,Tier 3,Electronics,CoD,Late_Night,Android,Local_SmallSeller,North,Returning,0,59.0,High,0.59,High RTO / Low LTV,632.1879999999999,True,542.02644,Prepaid_Incentive,757.7045999999999
510,620,110,0,10.8,1,1228,11,2,0.182,29860,8,2,17,6,Tier 2,Grocery,CoD,Evening,Android,Marketplace_3P,North,Returning,0,7.6,Low,0.076,Low RTO / High LTV,52.049600000000005,False,52.049600000000005,Fee_20_COD,64.211052
13900,18310,4410,0,1.8,2,1340,16,4,0.25,5360,6,3,10,2,Tier 1,Mobiles,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,6.5,Low,0.065,Returning / Core,1625.36,False,1625.36,Prepaid_Incentive,1648.812
7060,7900,840,0,2.4,1,1003,8,0,0.0,9930,7,0,0,4,Tier 2,Mobiles,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,0,17.5,Low,0.175,High RTO / Low LTV,780.2800000000001,False,780.2800000000001,Prepaid_Incentive,817.086
990,1240,250,0,38.1,1,1467,15,7,0.467,7260,7,7,20,6,Tier 3,Grocery,CoD,Evening,Android,Flagship_1P,Central,Returning,0,19.6,Low,0.196,High RTO / Low LTV,91.43839999999999,False,91.43839999999999,Fee_50_COD,112.362192
2520,3250,730,0,32.8,1,1083,7,0,0.0,19910,4,0,9,4,Tier 2,Electronics,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,6.5,Low,0.065,Returning / Core,289.34799999999996,False,289.34799999999996,Prepaid_Incentive,296.5266
330,440,110,0,25.6,2,582,7,1,0.143,3460,2,1,9,0,Tier 2,Books,CoD,Morning,Android,Marketplace_3P,South,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,24.091599999999996,False,24.091599999999996,Fee_50_COD,60.429708000000005
1870,2150,280,0,21.0,2,1216,12,2,0.167,35510,10,2,9,5,Tier 2,Beauty,CoD,Morning,Android,Marketplace_3P,South,Returning,0,11.0,Low,0.11,Low RTO / High LTV,205.17199999999997,False,205.17199999999997,Prepaid_Incentive,215.74739999999997
1920,2150,230,0,2.6,1,943,13,6,0.462,46010,9,6,2,6,Tier 2,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,5.2,Low,0.052000000000000005,Low RTO / High LTV,221.20639999999997,False,221.20639999999997,Prepaid_Incentive,226.26287999999997
840,850,10,0,7.5,1,1161,18,6,0.333,19280,4,3,11,5,Tier 2,Toys,Prepaid,Morning,Android,Flagship_1P,North,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,95.85679999999998,False,95.85679999999998,Fee_50_COD,112.98578400000001
